16:07:46.896 | INFO | 01: | 23488:ExpressionDBWebAPI | Start WebAPI | Program | Void <Main>$(String[]) | 40 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 5559608 B
17:46:01.290 | FATL | 44:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17824464 B
17:46:01.302 | FATL | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17890016 B
17:46:01.663 | FATL | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 18034056 B
17:46:01.675 | FATL | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 18174808 B
17:54:11.049 | INFO | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | {"viewName":"VW_ログイン情報","className":"","columnsDefineName":"","componentName":"","selectTopCnt":0,"selectParam":[],"whereParam":{},"orderByParam":[],"tableFuncFlg":false,"GetHintStr":"","modelTypeName":"","GetModelType":"System.Object","CommandTimeout":30,"tsqlHints":"NONE","$type":"ClassNameSelect"} | ExpressionDBWebAPI.Controllers.CommonController | ActionResult<IEnumerable<ResponseValue>> Post(ClassNameSelect, CancellationToken) | 31 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 18420672 B
17:54:25.756 | FATL | 47:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 18884384 B
17:54:25.757 | INFO | 47:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 18900464 B
17:54:25.757 | FATL | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 18908688 B
17:54:25.758 | INFO | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_ログイン情報  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 18908688 B
17:54:25.762 | FATL | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 19037288 B
17:54:25.764 | FATL | 47:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 19045512 B
17:54:25.779 | FATL | 42:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 19045512 B
17:54:25.779 | INFO | 42:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 19053736 B
17:54:25.783 | FATL | 42:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 19119712 B
17:54:26.018 | FATL | 42:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 19260952 B
17:54:26.072 | FATL | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 19393440 B
18:01:11.069 | INFO | 41:.NET TP Worker | 25428:ExpressionDBWebAPI | {"viewName":"VW_ログイン情報","className":"","columnsDefineName":"","componentName":"","selectTopCnt":0,"selectParam":[],"whereParam":{},"orderByParam":[],"tableFuncFlg":false,"GetHintStr":"","modelTypeName":"","GetModelType":"System.Object","CommandTimeout":30,"tsqlHints":"NONE","$type":"Cla
